ID_Secteur;Secteur;Annee;Trimestre;Mois;Region;Nb_Creations;Evolution_Pct;Nb_Defaillances;Taux_Defaillance;Encours_Prets_MdsEUR;Croissance_Encours_Pct;Score_Risque;Col_Vide_1;Col_Vide_2;Col_Inutile
S03;Commerce;2024;T4;11;Île-de-France;12205;6.4%;373;3.06%;26.21;-1.6%;3.0;;;
S03;Commerce;2024;T4;12;Auvergne-Rhône-Alpes;16020;-11,9%;304;1,9%;26.03;1,8 %;3.6;;;
S03;Commerce;2025;T1;1;Nouvelle-Aquitaine;17976;-14.6%;346;1.92%;30.26;4.1%;3.7;;;
S03;Commerce;2025;T1;2;Grand Est;13705;-10.8%;331;2.42%;25.71;-5.1%;3.5;;;
S03;Commerce;2025;T1;3;PACA;15146;13.3%;384;2.54%;28.63;2.6%;3.5;;;
S03;Commerce;2025;T2;4;Pays de la Loire;15396;3.6%;395;2.57%;28.44;-1.3%;4.1;;;
S03;Commerce;2025;T2;5;Occitanie;13319;13.4%;319;2.4%;24.63;7.5%;4.3;;;
S03;Commerce;2025;T2;6;Centre-Val de Loire;18095;8.5%;335;1.85%;26.72;5.0 %;3.4;;;
S03;Commerce;2025;T3;7;Grand Est;16188;-1.8%;330;2.04%;28.18;5.5%;4.0;;;
S03;Commerce;2025;T3;8;Centre-Val de Loire;13237;-7.4%;313;2.36%;25.21;-0.7%;3.5;;;
S03;Commerce;2025;T3;9;Normandie;14953;12.6%;381;2.55%;27.08;5.1%;3.4;;;
S03;Commerce;2025;T4;10;Pays de la Loire;14030;-7.6%;377;2.69%;27.33;2.6%;3.7;;;
S03;Commerce;2025;T4;11;Normandie;16245;14.0%;348;2.14%;24.21;-2.4%;3.6;;;
S03;Commerce;2025;T4;12;Île-de-France;14132;-3.8%;352;2.49%;29.22;3.7%;3.1;;;
S04;Transport et entreposage;2019;T1;1;Nouvelle-Aquitaine;10770;-12.4%;199;1.85%;15.35;-1.1%;2.7;;;
S04;Transport et entreposage;2019;T1;2;Île-de-France;8029;6.7%;175;2.18%;13.37;-5.4%;3.1;;;
S04;Transport et entreposage;2019;T1;3;Normandie;9821;-10.1%;208;2.12%;13.72;-3.6%;2.5;;;
S04;Transport et entreposage;2019;T2;4;Nouvelle-Aquitaine;10293;3.9%;158;1.54%;15.03;-0.5%;3.2;;;
S04;TRANSPORT ET ENTREPOSAGE;2019;T2;5;Normandie;7696;-8,6%;164;2,13%;15.19;5,1 %;3.0;;;
S04;Transport et entreposage;2019;T2;6;Hauts-de-France;10593;0.8%;187;1.77%;14.98;2.6%;3.0;;;
S04;Transport et entreposage;2019;T3;7;Hauts-de-France;8239;5,2%;-10;2,39%;15.8;2,3 %;3.1;;;
S04;Transport et entreposage;2019;T3;8;Pays de la Loire;9066;2.9%;183;2.02%;14.54;0.8%;2.9;;;
S04;Transport et entreposage;2019;T3;9;Île-de-France;8317;-6.3%;158;1.9%;15.75;2.7%;3.3;;;
S04;Transport et entreposage;2019;T4;10;Bretagne;9031;1.8%;188;2.08%;14.47;0.9%;3.1;;;
S04;Transport et entreposage;2019;T4;11;Bretagne;7893;7.8%;165;2.09%;14.13;1.5%;2.5;;;
S04;Transport et entreposage;2019;T4;12;Normandie;9180;0.3%;183;1.99%;13.72;1.6%;3.5;;;
S04;Transport et entreposage;2020;T1;1;Occitanie;10329;1.4%;209;2.02%;13.81;5.6%;3.2;;;
S04;Transport et entreposage;2020;T1;2;Nouvelle-Aquitaine;8785;10.9%;152;1.73%;16.1;-4.4%;3.3;;;
S04;Transport et entreposage;2020;T1;3;Nouvelle-Aquitaine;9082;6.3%;186;2.05%;14.0;-4.1%;2.6;;;
S04;Transport et entreposage;2020;T2;4;Normandie;9697;2.9%;157;1.62%;16.44;-1.9%;3.0;;;
S04;Transport et entreposage;2020;T2;5;PACA;8218;13.9%;196;2.39%;16.26;7.9%;3.3;;;
S04;Transport et entreposage;2020;T2;6;Pays de la Loire;8390;-5.3%;162;1.93%;16.03;-0.5%;2.5;;;
S04;Transport et entreposage;2020;T3;7;Hauts-de-France;9425;4.0%;202;2.14%;13.78;1.2%;2.6;;;
S04;Transport et entreposage;2020;T3;8;Bourgogne;9865;11.1%;200;2.03%;13.78;7.6%;3.1;;;
S04;Transport et entreposage;2020;T3;9;Hauts-de-France;9704;-8.5%;174;1.79%;14.14;-2.2%;3.3;;;
S04;Transport et entreposages;2020;T4;10;Bretagne;10780;8.6%;203;1.88%;15.79;-5.4 %;3.0;;;
S04;transport et entreposage;2020;T4;11;Occitanie;9343;14,9%;-10;2,18%;16.15;-1,8 %;3.3;;;
S04;Transport et entreposages;2020;T4;12;Bourgogne;8456;-3.1%;-10;1.96%;15.6;-2.7 %;3.1;;;
S04;Transport et entreposage;2021;T1;1;PACA;10391;-14.7%;190;1.83%;16.26;7.8%;2.8;;;
S04;Transport et entreposage;2021;T1;2;PACA;8355;9.2%;153;1.83%;14.88;-1.8%;2.8;;;
S04;Transport et entreposages;2021;T1;3;Bourgogne;8428;1,9%;185;2,2%;14.51;-1,1 %;2.6;;;
S04;Transport et entreposage;2021;T2;4;PACA;8346;7.6%;184;2.2%;14.85;7.5%;2.7;;;
S04;Transport et entreposage;2021;T2;5;Pays de la Loire;9048;3.0%;192;2.12%;14.87;7.2%;2.4;;;
S04;Transport et entreposage;2021;T2;6;Nouvelle-Aquitaine;10131;-9.3%;171;1.69%;15.72;5.0%;3.2;;;
S04;Transport et entreposage;2021;T3;7;PACA;9725;2.8%;180;1.85%;16.67;7.8%;3.4;;;
S04;TRANSPORT ET ENTREPOSAGE;2021;T3;8;Centre-Val de Loire;9726;1,4%;-50;1,61%;15.56;7,8 %;2.4;;;
S04;Transport et entreposage;2021;T3;9;Pays de la Loire;9685;-6.4%;191;1.97%;16.56;-0.1%;2.8;;;
S04;Transport et entreposage;2021;T4;10;Grand Est;9141;-5.7%;179;1.96%;14.6;5.3%;2.9;;;
S04;Transport et entreposage;2021;T4;11;Nouvelle-Aquitaine;10504;4,3%;166;1,58%;15.41;7,3 %;2.6;;;
S04;Transport et entreposage;2021;T4;12;PACA;9249;7.3%;193;2.09%;14.33;3.9%;3.1;;;
S04;Transport et entreposage;2022;T1;1;Bourgogne;10106;9.7%;163;1.61%;15.31;4.5%;3.3;;;
S04;Transport et entreposage;2022;T1;2;Auvergne-Rhône-Alpes;8648;9.2%;164;1.9%;14.81;4.0%;3.0;;;
S04;Transport et entreposage;2022;T1;3;Pays de la Loire;8575;10.8%;157;1.83%;14.82;4.8%;3.4;;;
S04;Transport et entreposages;2022;T2;4;PACA;9985;-13.7%;-50;2.01%;14.78;0.6 %;2.8;;;
S04;Transport et entreposage;2022;T2;5;PACA;10884;-6.9%;151;1.39%;15.4;1.0%;3.4;;;
S04;Transport et entreposage;2022;T2;6;Auvergne-Rhône-Alpes;8544;-3.0%;202;2.36%;17.08;4.8%;2.7;;;
S04;Transport et entreposage;2022;T3;7;Bretagne;8752;1.9%;166;1.9%;15.69;0.5%;3.0;;;
S04;Transport et entreposage;2022;T3;8;Normandie;11226;1.4%;197;1.75%;15.1;7.1%;2.3;;;
S04;Transport et entreposage;2022;T3;9;Auvergne-Rhône-Alpes;11811;13.5%;147;1.24%;16.82;5.9%;3.2;;;
S04;Transport et entreposage;2022;T4;10;Nouvelle-Aquitaine;10235;13.8%;208;2.03%;15.3;-2.1%;2.4;;;
S04;Transport et entreposages;2022;T4;11;Grand Est;10899;-3.8%;208;1.91%;14.6;-4.7 %;2.5;;;
S04;Transport et entreposage;2022;T4;12;Bretagne;9153;10.5%;205;2.24%;15.13;5.6%;2.7;;;
S04;TRANSPORT ET ENTREPOSAGE;2023;T1;1;Grand Est;8916;8,4%;183;2,05%;14.51;-3,7 %;2.9;;;
S04;Transport et entreposage;2023;T1;2;Nouvelle-Aquitaine;11703;-12.3%;197;1.68%;15.65;3.9%;3.0;;;
S04;Transport et entreposages;2023;T1;3;PACA;8773;-7,6%;169;1,93%;16.08;3,5 %;2.6;;;
S04;transport et entreposage;2023;T2;4;Nouvelle-Aquitaine;9005;-11,9%;197;2,19%;15.2;-5,1 %;3.2;;;
S04;Transport et entreposage;2023;T2;5;Pays de la Loire;9346;2.6%;204;2.18%;15.68;8.0%;2.5;;;
S04;Transport et entreposage;2023;T2;6;Centre-Val de Loire;11456;9.9%;167;1.46%;14.25;0.5%;2.5;;;
S04;Transport et entreposage;2023;T3;7;Bretagne;10694;-3.5%;173;1.62%;16.26;6.7%;2.6;;;
S04;Transport et entreposage;2023;T3;8;Occitanie;10332;-7.6%;165;1.6%;15.24;1.7%;2.4;;;
S04;Transport et entreposage;2023;T3;9;Grand Est;10879;8.9%;162;1.49%;17.81;1.6%;2.3;;;
S04;Transport et entreposage;2023;T4;10;Hauts-de-France;10450;-0.5%;204;1.95%;16.1;-0.6%;2.5;;;
S04;Transport et entreposage;2023;T4;11;Nouvelle-Aquitaine;10995;-6.6%;197;1.79%;15.41;-1.0%;3.0;;;
S04;Transport et entreposage;2023;T4;12;Nouvelle-Aquitaine;10543;-7.0%;198;1.88%;16.93;-5.2%;3.5;;;
S04;Transport et entreposage;2024;T1;1;Bourgogne;11026;13.1%;209;1.9%;16.79;-2.7%;2.7;;;
S04;Transport et entreposage;2024;T1;2;Bretagne;9479;6.0%;206;2.17%;18.02;1.9%;2.5;;;
S04;Transport et entreposage;2024;T1;3;Centre-Val de Loire;8570;-13.3%;184;2.15%;14.48;0.7%;2.7;;;
S04;Transport et entreposage;2024;T2;4;PACA;10950;12.6%;200;1.83%;15.35;-5.7%;3.0;;;
S04;Transport et entreposage;2024;T2;5;Occitanie;12704;13.8%;170;1.34%;19.19;-0.5%;2.4;;;
S04;Transport et entreposage;2024;T2;6;Normandie;12409;-1.9%;187;1.51%;17.9;-1.6%;3.1;;;
S04;Transport et entreposages;2024;T3;7;PACA;12550;-8.3%;184;1.47%;16.67;-1.7 %;3.1;;;
S04;Transport et entreposage;2024;T3;8;Auvergne-Rhône-Alpes;11419;-9.5%;167;1.46%;18.53;2.6%;3.1;;;
S04;Transport et entreposage;2024;T3;9;Bourgogne;11069;-7.9%;208;1.88%;14.88;6.4%;2.4;;;
S04;Transport et entreposages;2024;T4;10;Bourgogne;10447;-14,7%;160;1,53%;18.02;-1,1 %;3.2;;;
S04;Transport et entreposage;2024;T4;11;Centre-Val de Loire;13013;-0.2%;170;1.31%;18.09;-4.6%;2.9;;;
S04;Transport et entreposage;2024;T4;12;Auvergne-Rhône-Alpes;9712;-12.8%;200;2.06%;16.54;-1.5%;3.4;;;
S04;Transport et entreposage;2025;T1;1;Bretagne;10361;-12.7%;206;1.99%;20.17;-1.3%;3.5;;;
S04;Transport et entreposage;2025;T1;2;Grand Est;11485;3.2%;174;1.52%;15.52;-1.4%;3.5;;;
S04;Transport et entreposage;2025;T1;3;Bretagne;12381;-7,0%;164;1,32%;16.98;-5,3 %;3.0;;;
S04;Transport et entreposage;2025;T2;4;Auvergne-Rhône-Alpes;11240;3.0%;159;1.41%;15.06;-3.6%;2.7;;;
S04;Transport et entreposage;2025;T2;5;Hauts-de-France;11323;-0.9%;203;1.79%;15.34;3.0%;2.8;;;
S04;Transport et entreposage;2025;T2;6;Bourgogne;10569;-7.1%;176;1.67%;15.94;-2.2%;2.4;;;
S04;Transport et entreposage;2025;T3;7;Normandie;9667;1.2%;208;2.15%;16.29;1.8%;3.3;;;
S04;Transport et entreposage;2025;T3;8;Bourgogne;12530;-0.8%;202;1.61%;17.27;-4.9 %;3.4;;;
S04;Transport et entreposage;2025;T3;9;Pays de la Loire;12660;-10.0%;160;1.26%;16.05;-5.4%;2.4;;;
S04;Transport et entreposage;2025;T4;10;Grand Est;12517;10.0%;163;1.3%;20.28;6.8%;2.4;;;
S04;TRANSPORT ET ENTREPOSAGE;2025;T4;11;Grand Est;12526;0.6%;204;1.63%;15.71;3.8 %;3.0;;;
S04;Transport et entreposage;2025;T4;12;Hauts-de-France;13019;-12.0%;153;1.18%;18.48;5.0%;3.3;;;
S05;Industrie;2019;T1;1;Pays de la Loire;6242;2.2%;319;5.11%;49.28;-0.4%;4.3;;;
S05;Industrie;2019;T1;2;Île-de-France;6795;-5.1%;293;4.31%;55.84;6.9%;4.8;;;
S05;Industrie;2019;T1;3;Occitanie;5404;10.3%;363;6.72%;53.5;7.6%;3.7;;;
S05;Industrie;2019;T2;4;Grand Est;6551;-6.9%;313;4.78%;53.87;-3.4%;3.6;;;
S05;Industrie;2019;T2;5;PACA;6551;9.6%;324;4.95%;48.14;-1.6%;4.1;;;
S05;Industrie;2019;T2;6;Île-de-France;5998;-9.8%;365;6.09%;49.05;-5.2%;3.3;;;
S05;Industrie;2019;T3;7;Hauts-de-France;5349;9.7%;323;6.04%;53.19;-4.3%;3.3;;;
S05;Industries;2019;T3;8;Bourgogne;6830;-0.8%;-10;4.8%;50.71;5.7 %;3.7;;;
S05;INDUSTRIE;2019;T3;9;Pays de la Loire;5210;-8.4%;291;5.59%;48.6;3.1 %;4.1;;;
S05;Industrie;2019;T4;10;Grand Est;5458;9.2%;300;5.5%;58.26;3.0%;4.0;;;
S05;Industrie;2019;T4;11;Pays de la Loire;5288;-5.9%;325;6.15%;53.61;2.2%;3.3;;;
S05;Industrie;2019;T4;12;Occitanie;5905;2.8%;298;5.05%;53.39;0.7%;3.8;;;
S05;Industrie;2020;T1;1;Île-de-France;5534;6.3%;367;6.63%;51.67;-3.9%;4.5;;;
S05;Industrie;2020;T1;2;Occitanie;6256;4.8%;343;5.48%;56.22;3.2%;4.9;;;
S05;Industrie;2020;T1;3;Pays de la Loire;6548;2.5%;379;5.79%;57.24;-1.2%;4.4;;;
S05;Industrie;2020;T2;4;PACA;6910;5.2%;323;4.67%;57.56;5.8%;4.7;;;
S05;INDUSTRIE;2020;T2;5;Pays de la Loire;6557;6,8%;329;5,02%;58.28;7,3 %;4.8;;;
S05;Industrie;2020;T2;6;Pays de la Loire;6657;-5.1%;295;4.43%;51.62;5.9%;4.1;;;
S05;Industrie;2020;T3;7;Île-de-France;5128;11.7%;323;6.3%;57.8;-0.7%;3.8;;;
S05;Industries;2020;T3;8;Bourgogne;7093;-4.7%;378;5.33%;58.07;7.8 %;3.5;;;
S05;Industrie;2020;T3;9;PACA;5645;-13.3%;317;5.62%;50.71;4.8%;4.2;;;
S05;Industrie;2020;T4;10;Île-de-France;5164;3.4%;338;6.55%;52.8;7.5%;3.9;;;
S05;Industrie;2020;T4;11;Bourgogne;7003;11.8%;352;5.03%;54.18;-5.7%;3.3;;;
S05;Industrie;2020;T4;12;Occitanie;5711;-11.1%;309;5.41%;54.8;-3.7%;4.6;;;
S05;Industrie;2021;T1;1;Bretagne;6258;0.7%;315;5.03%;57.43;-4.1%;4.9;;;
S05;Industrie;2021;T1;2;Bourgogne;7122;12.5%;311;4.37%;51.81;4.2 %;3.5;;;
S05;Industrie;2021;T1;3;Pays de la Loire;5238;11.3%;295;5.63%;56.17;-5.3 %;4.9;;;
S05;Industrie;2021;T2;4;Occitanie;5942;1.4%;320;5.39%;51.44;3.7%;4.3;;;
S05;Industrie;2021;T2;5;Centre-Val de Loire;6172;3.7%;345;5.59%;53.71;6.6 %;4.1;;;
S05;Industrie;2021;T2;6;Normandie;6864;9.9%;376;5.48%;54.11;-0.3%;3.5;;;
S05;Industrie;2021;T3;7;Pays de la Loire;7094;-5.1%;266;3.75%;56.71;6.7%;4.6;;;
S05;Industrie;2021;T3;8;Occitanie;6958;-12.7%;348;5.0%;60.99;3.0%;4.0;;;
S05;Industrie;2021;T3;9;Auvergne-Rhône-Alpes;6792;11.2%;363;5.34%;52.96;3.5 %;4.0;;;
S05;Industries;2021;T4;10;Hauts-de-France;5535;-4,3%;315;5,69%;57.17;6,3 %;3.4;;;
S05;Industrie;2021;T4;11;Bourgogne;5920;10.5%;357;6.03%;56.6;5.2%;3.5;;;
S05;Industrie;2021;T4;12;Centre-Val de Loire;7111;-11.9%;369;5.19%;56.3;2.0%;4.0;;;
S05;Industrie;2022;T1;1;Auvergne-Rhône-Alpes;5283;5.5%;361;6.83%;61.81;-4.2%;4.8;;;
S05;Industrie;2022;T1;2;Bourgogne;5394;4.6%;267;4.95%;61.0;1.3%;4.5;;;
S05;Industrie;2022;T1;3;Nouvelle-Aquitaine;7035;-4.9%;325;4.62%;61.5;-4.7%;4.4;;;
S05;Industrie;2022;T2;4;PACA;6808;-10.5%;360;5.29%;62.31;2.6%;3.3;;;
S05;Industrie;2022;T2;5;Normandie;6381;-10.0%;351;5.5%;54.9;-1.4%;3.7;;;
S05;Industrie;2022;T2;6;Bretagne;6254;-8.0%;318;5.08%;61.17;0.3%;4.7;;;
S05;Industrie;2022;T3;7;Centre-Val de Loire;7213;-14.5%;311;4.31%;53.65;1.7%;4.6;;;
S05;Industrie;2022;T3;8;Nouvelle-Aquitaine;7363;1.9%;340;4.62%;57.16;-1.2%;4.6;;;
S05;Industrie;2022;T3;9;Pays de la Loire;6921;3.0%;347;5.01%;54.81;0.3%;3.4;;;
S05;Industrie;2022;T4;10;PACA;7066;13.9%;299;4.23%;56.64;3.8%;3.4;;;
S05;Industrie;2022;T4;11;Nouvelle-Aquitaine;7123;-2.7%;294;4.13%;54.9;-4.3%;4.7;;;
S05;Industrie;2022;T4;12;Bretagne;7042;-11.8%;313;4.44%;63.26;5.7%;4.2;;;
S05;Industrie;2023;T1;1;Centre-Val de Loire;6662;13.9%;266;3.99%;62.06;1.7%;4.0;;;
S05;Industrie;2023;T1;2;Centre-Val de Loire;7573;-9.7%;331;4.37%;61.45;-4.2%;3.9;;;
S05;Industrie;2023;T1;3;Hauts-de-France;7327;-2.4%;335;4.57%;59.75;-2.5%;3.9;;;
S05;Industrie;2023;T2;4;Hauts-de-France;5705;-2.6%;345;6.05%;61.28;-1.8%;4.4;;;
S05;Industrie;2023;T2;5;Bourgogne;7226;-9.0%;337;4.66%;58.93;-1.2%;4.4;;;
S05;Industrie;2023;T2;6;Centre-Val de Loire;6929;5.8%;302;4.36%;56.91;-1.1%;4.1;;;
S05;Industrie;2023;T3;7;Auvergne-Rhône-Alpes;7154;11.8%;326;4.56%;64.58;-0.1 %;3.3;;;
S05;Industrie;2023;T3;8;Occitanie;6932;-10.2%;298;4.3%;53.92;5.8%;4.4;;;
S05;Industrie;2023;T3;9;Pays de la Loire;6287;-1.4%;336;5.34%;61.02;1.9%;3.6;;;
S05;Industrie;2023;T4;10;Pays de la Loire;7039;9.0%;298;4.23%;58.87;7.0%;3.9;;;
S05;Industrie;2023;T4;11;Pays de la Loire;5486;-7.5%;336;6.12%;62.34;6.2%;4.6;;;
S05;Industrie;2023;T4;12;PACA;7297;1.4%;334;4.58%;62.94;7.5%;3.8;;;
S05;Industrie;2024;T1;1;PACA;7394;7.1%;279;3.77%;51.43;-2.1%;3.7;;;
S05;Industrie;2024;T1;2;Pays de la Loire;6141;6.3%;283;4.61%;54.16;-1.5%;3.4;;;
S05;Industrie;2024;T1;3;PACA;6902;2.2%;306;4.43%;65.2;-1.5%;3.6;;;
S05;Industrie;2024;T2;4;Hauts-de-France;6198;1.3%;311;5.02%;60.88;6.4%;4.4;;;
S05;Industrie;2024;T2;5;Pays de la Loire;7075;0.9%;379;5.36%;61.62;7.7%;3.3;;;
S05;Industrie;2024;T2;6;Auvergne-Rhône-Alpes;6844;12.6%;293;4.28%;52.72;6.4%;3.9;;;
S05;Industrie;2024;T3;7;Île-de-France;6285;12.3%;359;5.71%;59.13;5.2%;4.0;;;
S05;Industries;2024;T3;8;Pays de la Loire;6476;-12.5%;276;4.26%;67.42;4.8 %;4.2;;;
S05;industrie;2024;T3;9;Pays de la Loire;7236;11,4%;-50;4,84%;57.02;5,4 %;3.4;;;
S05;Industrie;2024;T4;10;Pays de la Loire;6995;1.7%;331;4.73%;53.39;-2.4%;3.9;;;
S05;Industrie;2024;T4;11;Île-de-France;6334;-11.5%;266;4.2%;61.31;-5.1%;4.5;;;
S05;Industrie;2024;T4;12;Bretagne;7315;-11.8%;355;4.85%;54.37;-4.8%;4.5;;;
S05;Industrie;2025;T1;1;Occitanie;6124;-10.3%;291;4.75%;68.61;5.2%;4.7;;;
S05;Industrie;2025;T1;2;Normandie;6927;12.4%;356;5.14%;60.75;-0.8%;4.8;;;
S05;Industrie;2025;T1;3;Bourgogne;5462;2.2%;310;5.68%;58.61;-4.8%;3.6;;;
S05;Industries;2025;T2;4;Nouvelle-Aquitaine;6552;4.4%;324;4.95%;56.15;-2.9 %;4.6;;;
S05;Industrie;2025;T2;5;Pays de la Loire;6823;-7.5%;288;4.22%;58.25;7.3%;3.9;;;
S05;industrie;2025;T2;6;Centre-Val de Loire;6739;12,0%;302;4,48%;57.04;2,6 %;3.8;;;
S05;Industrie;2025;T3;7;Pays de la Loire;6117;8.6%;347;5.67%;59.99;-2.1%;3.9;;;
S05;Industrie;2025;T3;8;Occitanie;7309;-4.2%;300;4.1%;66.67;-3.5%;4.3;;;
S05;Industrie;2025;T3;9;Normandie;6603;-7.1%;367;5.56%;53.12;-4.9%;3.3;;;
S05;Industrie;2025;T4;10;Normandie;7531;8.1%;290;3.85%;59.23;-2.4%;4.7;;;
S05;Industrie;2025;T4;11;Normandie;6937;-8,3%;354;5,1%;67.91;-1,9 %;4.0;;;
S05;Industrie;2025;T4;12;Centre-Val de Loire;8168;3.4%;284;3.48%;65.85;0.2%;3.6;;;
S06;Construction;2019;T1;1;Hauts-de-France;7497;-0.5%;419;5.59%;16.46;0.8%;3.7;;;
S06;Construction;2019;T1;2;Pays de la Loire;7052;8.7%;424;6.01%;19.14;6.3%;3.7;;;
S06;Construction;2019;T1;3;Pays de la Loire;7051;9.9%;494;7.01%;16.8;1.6%;3.9;;;
S06;Construction;2019;T2;4;Hauts-de-France;8020;-12.7%;403;5.02%;19.39;-2.9%;4.3;;;
S06;construction;2019;T2;5;Nouvelle-Aquitaine;7322;0.1%;385;5.26%;16.61;-4.9 %;4.8;;;
S06;Construction;2019;T2;6;Centre-Val de Loire;7361;-2,6%;-50;5,64%;16.19;3,5 %;4.5;;;
S06;Construction;2019;T3;7;PACA;6194;3.9%;370;5.97%;17.99;-5.2%;4.1;;;
S06;Construction;2019;T3;8;Nouvelle-Aquitaine;8258;4.1%;501;6.07%;18.67;5.5%;5.3;;;
S06;Construction;2019;T3;9;PACA;7810;-9.9%;493;6.31%;17.77;5.1%;5.1;;;
S06;Constructions;2019;T4;10;PACA;6227;5.6%;507;8.14%;18.12;-5.0 %;4.3;;;
S06;Construction;2019;T4;11;Auvergne-Rhône-Alpes;6226;12.0%;457;7.34%;19.04;1.4%;5.0;;;
S06;Construction;2019;T4;12;Hauts-de-France;7426;9.8%;503;6.77%;19.05;3.1%;4.5;;;
S06;Construction;2020;T1;1;Bourgogne;7093;13.2%;439;6.19%;19.32;-1.1%;5.0;;;
S06;Construction;2020;T1;2;Occitanie;6645;8.0%;505;7.6%;16.81;2.4 %;4.6;;;
S06;Construction;2020;T1;3;Occitanie;6519;9.1%;427;6.55%;16.89;-0.0%;4.7;;;
S06;construction;2020;T2;4;Bretagne;6930;-6,7%;470;6,78%;19.27;-0,2 %;5.0;;;
S06;Construction;2020;T2;5;Bourgogne;7980;-3.1%;385;4.82%;19.67;-4.3%;4.0;;;
S06;Construction;2020;T2;6;Grand Est;7297;8.6%;488;6.69%;18.75;3.6%;3.7;;;
S06;Construction;2020;T3;7;Auvergne-Rhône-Alpes;6225;-10.6%;508;8.16%;18.1;-5.1%;4.0;;;
S06;Construction;2020;T3;8;PACA;8381;-3.0%;466;5.56%;17.55;7.5%;3.7;;;
S06;Construction;2020;T3;9;Normandie;6509;4.7%;489;7.51%;17.55;-5.5%;4.7;;;
S06;Construction;2020;T4;10;Grand Est;7722;-4.2%;466;6.03%;20.08;-4.8%;4.1;;;
S06;Construction;2020;T4;11;Normandie;7497;0.5%;478;6.38%;16.75;-4.7%;4.1;;;
S06;Construction;2020;T4;12;Occitanie;8465;-6.7%;458;5.41%;17.21;7.0 %;4.6;;;
S06;Construction;2021;T1;1;Bretagne;6440;0.4%;404;6.27%;18.91;5.1%;4.1;;;
S06;Construction;2021;T1;2;Île-de-France;8228;7.7%;513;6.23%;18.77;0.5%;4.7;;;
S06;Construction;2021;T1;3;Hauts-de-France;7116;8.7%;398;5.59%;19.46;5.2%;4.3;;;
S06;Construction;2021;T2;4;PACA;8213;-7.6%;378;4.6%;19.17;5.5%;3.7;;;
S06;Construction;2021;T2;5;Nouvelle-Aquitaine;8488;-6.9%;511;6.02%;19.46;6.7%;4.5;;;
S06;Construction;2021;T2;6;Auvergne-Rhône-Alpes;6804;-8.1%;494;7.26%;19.95;-1.0%;5.0;;;
S06;Construction;2021;T3;7;Centre-Val de Loire;7980;3.4%;483;6.05%;19.17;-5.4%;4.5;;;
S06;Construction;2021;T3;8;Grand Est;8633;2.2%;406;4.7%;17.96;4.7%;4.5;;;
S06;Construction;2021;T3;9;Pays de la Loire;6333;9.0%;438;6.92%;19.09;1.0%;4.3;;;
S06;Construction;2021;T4;10;Auvergne-Rhône-Alpes;6479;0.5%;413;6.37%;17.0;3.4%;4.3;;;
S06;Construction;2021;T4;11;Bretagne;6888;1.5%;400;5.81%;18.86;2.6%;4.3;;;
S06;Construction;2021;T4;12;Pays de la Loire;8135;-4.0%;426;5.24%;18.64;2.0%;5.4;;;
S06;Construction;2022;T1;1;PACA;6872;-7.9%;431;6.27%;18.4;-4.0%;5.3;;;
S06;Construction;2022;T1;2;Bretagne;7221;-11.0%;503;6.97%;19.2;1.5%;4.2;;;
S06;construction;2022;T1;3;Pays de la Loire;7934;-3,0%;471;5,94%;17.81;5,4 %;4.5;;;
S06;Construction;2022;T2;4;Nouvelle-Aquitaine;8928;-7.3%;367;4.11%;18.04;6.1%;5.3;;;
S06;Construction;2022;T2;5;Bretagne;7905;14.4%;408;5.16%;18.97;1.1%;5.0;;;
S06;Construction;2022;T2;6;Pays de la Loire;7067;4.0%;386;5.46%;17.98;5.3%;4.2;;;
S06;Construction;2022;T3;7;Centre-Val de Loire;8757;-12.6%;417;4.76%;18.57;3.1%;4.9;;;
S06;Construction;2022;T3;8;PACA;7432;10.9%;420;5.65%;19.43;7.5%;4.3;;;
S06;Construction;2022;T3;9;Auvergne-Rhône-Alpes;6792;-7,5%;-200;7,07%;19.83;-3,1 %;4.3;;;
S06;Construction;2022;T4;10;Nouvelle-Aquitaine;9079;-11.9%;460;5.07%;17.85;7.0%;4.3;;;
S06;Construction;2022;T4;11;Hauts-de-France;7925;-11.1%;494;6.23%;17.31;3.3%;5.1;;;
S06;Construction;2022;T4;12;Centre-Val de Loire;8700;13.0%;449;5.16%;17.97;7.3%;4.6;;;
S06;Construction;2023;T1;1;Normandie;8431;1.9%;445;5.28%;20.84;-1.7%;4.2;;;
S06;Construction;2023;T1;2;PACA;7058;-2.6%;388;5.5%;17.21;1.3%;5.0;;;
S06;Construction;2023;T1;3;Occitanie;6532;12.7%;511;7.82%;19.82;-5.9%;4.4;;;
S06;Construction;2023;T2;4;Pays de la Loire;8329;-9.3%;501;6.02%;20.38;-2.5%;4.9;;;
S06;Construction;2023;T2;5;Pays de la Loire;7170;-2.3%;401;5.59%;20.76;6.7%;5.1;;;
S06;Construction;2023;T2;6;Bretagne;8151;-6.9%;393;4.82%;18.56;-4.1%;3.8;;;
S06;Construction;2023;T3;7;Auvergne-Rhône-Alpes;8066;-9.4%;367;4.55%;17.73;1.5%;3.9;;;
S06;Construction;2023;T3;8;Bretagne;7438;-14.8%;378;5.08%;17.3;-3.0%;4.4;;;
S06;Construction;2023;T3;9;Auvergne-Rhône-Alpes;8711;-5.1%;495;5.68%;21.7;-5.2%;5.0;;;
S06;Construction;2023;T4;10;Grand Est;8721;-7.5%;423;4.85%;17.4;7.6%;4.9;;;
